,algorithm_name,dataset,anomaly_type,noise_type,labeled_anomaly_ratio,noise_ratio,apply_data_scaling,scaler,apply_data_rebalancing,rebalance_pipeline,apply_missing_data_filling,fill_algorithm,apply_dimensionality_reduction,dimensinality_reduction_algorithm,roc_auc,recall,precision,accuracy,f1-score,exception
0,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.01,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
1,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.11,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
2,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.21,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
3,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.31,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
4,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.41,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
5,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.51,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
6,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.61,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
7,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.71,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
8,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.81,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
9,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.01,0.91,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
