,algorithm_name,dataset,anomaly_type,noise_type,labeled_anomaly_ratio,noise_ratio,apply_data_scaling,scaler,apply_data_rebalancing,rebalance_pipeline,apply_missing_data_filling,fill_algorithm,apply_dimensionality_reduction,dimensinality_reduction_algorithm,roc_auc,recall,precision,accuracy,f1-score,exception
0,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.0,0.1,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
1,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.0,0.4,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
2,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.0,0.7,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
3,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.0,1.0,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
4,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.0,0.1,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
5,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.0,0.4,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
6,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.0,0.7,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
7,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.0,1.0,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.0,0.0,0.0,0.0,0.0,Only one class present in y_true. ROC AUC score is not defined in that case.
8,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.3,0.1,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.6437,0.375,0.15,0.8911,0.2143,
9,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.3,0.4,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7474,0.5714,0.2105,0.9113,0.3077,
10,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.3,0.7,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.8079,0.7143,0.2083,0.895,0.3226,
11,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.3,1.0,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.8027,0.7143,0.1923,0.885,0.303,
12,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.3,0.1,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7931,0.6667,0.1111,0.9158,0.1905,
13,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.3,0.4,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7546,0.5556,0.3571,0.936,0.4348,
14,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.3,0.7,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.9116,0.875,0.4118,0.9453,0.56,
15,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.3,1.0,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7344,0.5714,0.1667,0.8861,0.2581,
16,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.6,0.1,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.6674,0.4118,0.3333,0.8794,0.3684,
17,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.6,0.4,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.5163,0.1111,0.0625,0.885,0.08,
18,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.6,0.7,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7041,0.5,0.1,0.9,0.1667,
19,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.6,1.0,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7347,0.5385,0.35,0.9055,0.4242,
20,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.6,0.1,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.673,0.4286,0.1579,0.9005,0.2308,
21,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.6,0.4,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7129,0.5333,0.2857,0.8657,0.3721,
22,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.6,0.7,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7137,0.5,0.2222,0.9104,0.3077,
23,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.DUPLICATES,0.6,1.0,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.6461,0.3571,0.2941,0.8945,0.3226,
24,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.9,0.1,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.7886,0.6667,0.32,0.896,0.4324,
25,AngleBaseOutlierDetection,1_ALOI,AnomalyType.LOCAL,NoiseType.NONE,0.9,0.4,False,StandardScaler(),False,"<bound method Pipeline.get_params of Pipeline(steps=[('u', RandomUnderSampler(sampling_strategy=0.3))])>",False,Zero,False,PCA,0.74,0.5385,0.3889,0.9154,0.4516,
